site-bay-shelf-position,switchname-port,ip
DNN3-A202-10-1,DNN3-A202C-25,10.32.137.218
DNN3-A202-10-10,DNN3-A202C-34,10.32.137.227
DNN3-A202-10-11,DNN3-A202C-35,10.32.137.228
DNN3-A202-10-12,DNN3-A202C-36,10.32.137.229
DNN3-A202-10-2,DNN3-A202C-26,10.32.137.219
DNN3-A202-10-3,DNN3-A202C-27,10.32.137.220
DNN3-A202-10-4,DNN3-A202C-28,10.32.137.221
DNN3-A202-10-5,DNN3-A202C-29,10.32.137.222
DNN3-A202-10-6,DNN3-A202C-30,10.32.137.223
DNN3-A202-10-7,DNN3-A202C-31,10.32.137.224
DNN3-A202-10-8,DNN3-A202C-32,10.32.137.225
DNN3-A202-10-9,DNN3-A202C-33,10.32.137.226
DNN3-A202-1-1,DNN3-A202A-1,10.32.137.66
DNN3-A202-1-10,DNN3-A202A-10,10.32.137.75
DNN3-A202-11-1,DNN3-A202D-1,10.32.138.2
DNN3-A202-1-11,DNN3-A202A-11,10.32.137.76
DNN3-A202-11-10,DNN3-A202D-10,10.32.138.11
DNN3-A202-11-11,DNN3-A202D-11,10.32.138.12
DNN3-A202-11-12,DNN3-A202D-12,10.32.138.13
DNN3-A202-11-2,DNN3-A202D-2,10.32.138.3
DNN3-A202-1-12,DNN3-A202A-12,10.32.137.77
DNN3-A202-11-3,DNN3-A202D-3,10.32.138.4
DNN3-A202-11-4,DNN3-A202D-4,10.32.138.5
DNN3-A202-11-5,DNN3-A202D-5,10.32.138.6
DNN3-A202-11-6,DNN3-A202D-6,10.32.138.7
DNN3-A202-11-7,DNN3-A202D-7,10.32.138.8
DNN3-A202-11-8,DNN3-A202D-8,10.32.138.9
DNN3-A202-11-9,DNN3-A202D-9,10.32.138.10
DNN3-A202-1-2,DNN3-A202A-2,10.32.137.67
DNN3-A202-12-1,DNN3-A202D-13,10.32.138.14
DNN3-A202-12-10,DNN3-A202D-22,10.32.138.23
DNN3-A202-12-11,DNN3-A202D-23,10.32.138.24
DNN3-A202-12-12,DNN3-A202D-24,10.32.138.25
DNN3-A202-12-2,DNN3-A202D-14,10.32.138.15
DNN3-A202-12-3,DNN3-A202D-15,10.32.138.16
DNN3-A202-12-4,DNN3-A202D-16,10.32.138.17
DNN3-A202-12-5,DNN3-A202D-17,10.32.138.18
DNN3-A202-12-6,DNN3-A202D-18,10.32.138.19
DNN3-A202-12-7,DNN3-A202D-19,10.32.138.20
DNN3-A202-12-8,DNN3-A202D-20,10.32.138.21
DNN3-A202-12-9,DNN3-A202D-21,10.32.138.22
DNN3-A202-1-3,DNN3-A202A-3,10.32.137.68
DNN3-A202-13-1,DNN3-A202D-25,10.32.138.26
DNN3-A202-13-10,DNN3-A202D-34,10.32.138.35
DNN3-A202-13-11,DNN3-A202D-35,10.32.138.36
DNN3-A202-13-12,DNN3-A202D-36,10.32.138.37
DNN3-A202-13-2,DNN3-A202D-26,10.32.138.27
DNN3-A202-13-3,DNN3-A202D-27,10.32.138.28
DNN3-A202-13-4,DNN3-A202D-28,10.32.138.29
DNN3-A202-13-5,DNN3-A202D-29,10.32.138.30
DNN3-A202-13-6,DNN3-A202D-30,10.32.138.31
DNN3-A202-13-7,DNN3-A202D-31,10.32.138.32
DNN3-A202-13-8,DNN3-A202D-32,10.32.138.33
DNN3-A202-13-9,DNN3-A202D-33,10.32.138.34
DNN3-A202-1-4,DNN3-A202A-4,10.32.137.69
DNN3-A202-1-5,DNN3-A202A-5,10.32.137.70
DNN3-A202-1-6,DNN3-A202A-6,10.32.137.71
DNN3-A202-1-7,DNN3-A202A-7,10.32.137.72
DNN3-A202-1-8,DNN3-A202A-8,10.32.137.73
DNN3-A202-1-9,DNN3-A202A-9,10.32.137.74
DNN3-A202-2-1,DNN3-A202A-13,10.32.137.78
DNN3-A202-2-10,DNN3-A202A-22,10.32.137.87
DNN3-A202-2-11,DNN3-A202A-23,10.32.137.88
DNN3-A202-2-12,DNN3-A202A-24,10.32.137.89
DNN3-A202-2-2,DNN3-A202A-14,10.32.137.79
DNN3-A202-2-3,DNN3-A202A-15,10.32.137.80
DNN3-A202-2-4,DNN3-A202A-16,10.32.137.81
DNN3-A202-2-5,DNN3-A202A-17,10.32.137.82
DNN3-A202-2-6,DNN3-A202A-18,10.32.137.83
DNN3-A202-2-7,DNN3-A202A-19,10.32.137.84
DNN3-A202-2-8,DNN3-A202A-20,10.32.137.85
DNN3-A202-2-9,DNN3-A202A-21,10.32.137.86
DNN3-A202-3-1,DNN3-A202A-25,10.32.137.90
DNN3-A202-3-10,DNN3-A202A-34,10.32.137.99
DNN3-A202-3-11,DNN3-A202A-35,10.32.137.100
DNN3-A202-3-12,DNN3-A202A-36,10.32.137.101
DNN3-A202-3-2,DNN3-A202A-26,10.32.137.91
DNN3-A202-3-3,DNN3-A202A-27,10.32.137.92
DNN3-A202-3-4,DNN3-A202A-28,10.32.137.93
DNN3-A202-3-5,DNN3-A202A-29,10.32.137.94
DNN3-A202-3-6,DNN3-A202A-30,10.32.137.95
DNN3-A202-3-7,DNN3-A202A-31,10.32.137.96
DNN3-A202-3-8,DNN3-A202A-32,10.32.137.97
DNN3-A202-3-9,DNN3-A202A-33,10.32.137.98
DNN3-A202-4-1,DNN3-A202B-1,10.32.137.130
DNN3-A202-4-10,DNN3-A202B-10,10.32.137.139
DNN3-A202-4-11,DNN3-A202B-11,10.32.137.140
DNN3-A202-4-12,DNN3-A202B-12,10.32.137.141
DNN3-A202-4-2,DNN3-A202B-2,10.32.137.131
DNN3-A202-4-3,DNN3-A202B-3,10.32.137.132
DNN3-A202-4-4,DNN3-A202B-4,10.32.137.133
DNN3-A202-4-5,DNN3-A202B-5,10.32.137.134
DNN3-A202-4-6,DNN3-A202B-6,10.32.137.135
DNN3-A202-4-7,DNN3-A202B-7,10.32.137.136
DNN3-A202-4-8,DNN3-A202B-8,10.32.137.137
DNN3-A202-4-9,DNN3-A202B-9,10.32.137.138
DNN3-A202-6-1,DNN3-A202B-13,10.32.137.142
DNN3-A202-6-10,DNN3-A202B-22,10.32.137.151
DNN3-A202-6-11,DNN3-A202B-23,10.32.137.152
DNN3-A202-6-12,DNN3-A202B-24,10.32.137.153
DNN3-A202-6-2,DNN3-A202B-14,10.32.137.143
DNN3-A202-6-3,DNN3-A202B-15,10.32.137.144
DNN3-A202-6-4,DNN3-A202B-16,10.32.137.145
DNN3-A202-6-5,DNN3-A202B-17,10.32.137.146
DNN3-A202-6-6,DNN3-A202B-18,10.32.137.147
DNN3-A202-6-7,DNN3-A202B-19,10.32.137.148
DNN3-A202-6-8,DNN3-A202B-20,10.32.137.149
DNN3-A202-6-9,DNN3-A202B-21,10.32.137.150
DNN3-A202-7-1,DNN3-A202B-25,10.32.137.154
DNN3-A202-7-10,DNN3-A202B-34,10.32.137.163
DNN3-A202-7-11,DNN3-A202B-35,10.32.137.164
DNN3-A202-7-12,DNN3-A202B-36,10.32.137.165
DNN3-A202-7-2,DNN3-A202B-26,10.32.137.155
DNN3-A202-7-3,DNN3-A202B-27,10.32.137.156
DNN3-A202-7-4,DNN3-A202B-28,10.32.137.157
DNN3-A202-7-5,DNN3-A202B-29,10.32.137.158
DNN3-A202-7-6,DNN3-A202B-30,10.32.137.159
DNN3-A202-7-7,DNN3-A202B-31,10.32.137.160
DNN3-A202-7-8,DNN3-A202B-32,10.32.137.161
DNN3-A202-7-9,DNN3-A202B-33,10.32.137.162
DNN3-A202-8-1,DNN3-A202C-1,10.32.137.194
DNN3-A202-8-10,DNN3-A202C-10,10.32.137.203
DNN3-A202-8-11,DNN3-A202C-11,10.32.137.204
DNN3-A202-8-12,DNN3-A202C-12,10.32.137.205
DNN3-A202-8-2,DNN3-A202C-2,10.32.137.195
DNN3-A202-8-3,DNN3-A202C-3,10.32.137.196
DNN3-A202-8-4,DNN3-A202C-4,10.32.137.197
DNN3-A202-8-5,DNN3-A202C-5,10.32.137.198
DNN3-A202-8-6,DNN3-A202C-6,10.32.137.199
DNN3-A202-8-7,DNN3-A202C-7,10.32.137.200
DNN3-A202-8-8,DNN3-A202C-8,10.32.137.201
DNN3-A202-8-9,DNN3-A202C-9,10.32.137.202
DNN3-A202-9-1,DNN3-A202C-13,10.32.137.206
DNN3-A202-9-10,DNN3-A202C-22,10.32.137.215
DNN3-A202-9-11,DNN3-A202C-23,10.32.137.216
DNN3-A202-9-12,DNN3-A202C-24,10.32.137.217
DNN3-A202-9-2,DNN3-A202C-14,10.32.137.207
DNN3-A202-9-3,DNN3-A202C-15,10.32.137.208
DNN3-A202-9-4,DNN3-A202C-16,10.32.137.209
DNN3-A202-9-5,DNN3-A202C-17,10.32.137.210
DNN3-A202-9-6,DNN3-A202C-18,10.32.137.211
DNN3-A202-9-7,DNN3-A202C-19,10.32.137.212
DNN3-A202-9-8,DNN3-A202C-20,10.32.137.213
DNN3-A202-9-9,DNN3-A202C-21,10.32.137.214
DNN3-A203-10-1,DNN3-A203C-25,10.32.139.26
DNN3-A203-10-10,DNN3-A203C-34,10.32.139.35
DNN3-A203-10-11,DNN3-A203C-35,10.32.139.36
DNN3-A203-10-12,DNN3-A203C-36,10.32.139.37
DNN3-A203-10-2,DNN3-A203C-26,10.32.139.27
DNN3-A203-10-3,DNN3-A203C-27,10.32.139.28
DNN3-A203-10-4,DNN3-A203C-28,10.32.139.29
DNN3-A203-10-5,DNN3-A203C-29,10.32.139.30
DNN3-A203-10-6,DNN3-A203C-30,10.32.139.31
DNN3-A203-10-7,DNN3-A203C-31,10.32.139.32
DNN3-A203-10-8,DNN3-A203C-32,10.32.139.33
DNN3-A203-10-9,DNN3-A203C-33,10.32.139.34
DNN3-A203-1-1,DNN3-A203A-1,10.32.138.130
DNN3-A203-1-10,DNN3-A203A-10,10.32.138.139
DNN3-A203-11-1,DNN3-A203D-1,10.32.139.66
DNN3-A203-1-11,DNN3-A203A-11,10.32.138.140
DNN3-A203-11-10,DNN3-A203D-10,10.32.139.75
DNN3-A203-11-11,DNN3-A203D-11,10.32.139.76
DNN3-A203-11-12,DNN3-A203D-12,10.32.139.77
DNN3-A203-11-2,DNN3-A203D-2,10.32.139.67
DNN3-A203-1-12,DNN3-A203A-12,10.32.138.141
DNN3-A203-11-3,DNN3-A203D-3,10.32.139.68
DNN3-A203-11-4,DNN3-A203D-4,10.32.139.69
DNN3-A203-11-5,DNN3-A203D-5,10.32.139.70
DNN3-A203-11-6,DNN3-A203D-6,10.32.139.71
DNN3-A203-11-7,DNN3-A203D-7,10.32.139.72
DNN3-A203-11-8,DNN3-A203D-8,10.32.139.73
DNN3-A203-11-9,DNN3-A203D-9,10.32.139.74
DNN3-A203-1-2,DNN3-A203A-2,10.32.138.131
DNN3-A203-12-1,DNN3-A203D-13,10.32.139.78
DNN3-A203-12-10,DNN3-A203D-22,10.32.139.87
DNN3-A203-12-11,DNN3-A203D-23,10.32.139.88
DNN3-A203-12-12,DNN3-A203D-24,10.32.139.89
DNN3-A203-12-2,DNN3-A203D-14,10.32.139.79
DNN3-A203-12-3,DNN3-A203D-15,10.32.139.80
DNN3-A203-12-4,DNN3-A203D-16,10.32.139.81
DNN3-A203-12-5,DNN3-A203D-17,10.32.139.82
DNN3-A203-12-6,DNN3-A203D-18,10.32.139.83
DNN3-A203-12-7,DNN3-A203D-19,10.32.139.84
DNN3-A203-12-8,DNN3-A203D-20,10.32.139.85
DNN3-A203-12-9,DNN3-A203D-21,10.32.139.86
DNN3-A203-1-3,DNN3-A203A-3,10.32.138.132
DNN3-A203-13-1,DNN3-A203D-25,10.32.139.90
DNN3-A203-13-10,DNN3-A203D-34,10.32.139.99
DNN3-A203-13-11,DNN3-A203D-35,10.32.139.100
DNN3-A203-13-12,DNN3-A203D-36,10.32.139.101
DNN3-A203-13-2,DNN3-A203D-26,10.32.139.91
DNN3-A203-13-3,DNN3-A203D-27,10.32.139.92
DNN3-A203-13-4,DNN3-A203D-28,10.32.139.93
DNN3-A203-13-5,DNN3-A203D-29,10.32.139.94
DNN3-A203-13-6,DNN3-A203D-30,10.32.139.95
DNN3-A203-13-7,DNN3-A203D-31,10.32.139.96
DNN3-A203-13-8,DNN3-A203D-32,10.32.139.97
DNN3-A203-13-9,DNN3-A203D-33,10.32.139.98
DNN3-A203-1-4,DNN3-A203A-4,10.32.138.133
DNN3-A203-1-5,DNN3-A203A-5,10.32.138.134
DNN3-A203-1-6,DNN3-A203A-6,10.32.138.135
DNN3-A203-1-7,DNN3-A203A-7,10.32.138.136
DNN3-A203-1-8,DNN3-A203A-8,10.32.138.137
DNN3-A203-1-9,DNN3-A203A-9,10.32.138.138
DNN3-A203-2-1,DNN3-A203A-13,10.32.138.142
DNN3-A203-2-10,DNN3-A203A-22,10.32.138.151
DNN3-A203-2-11,DNN3-A203A-23,10.32.138.152
DNN3-A203-2-12,DNN3-A203A-24,10.32.138.153
DNN3-A203-2-2,DNN3-A203A-14,10.32.138.143
DNN3-A203-2-3,DNN3-A203A-15,10.32.138.144
DNN3-A203-2-4,DNN3-A203A-16,10.32.138.145
DNN3-A203-2-5,DNN3-A203A-17,10.32.138.146
DNN3-A203-2-6,DNN3-A203A-18,10.32.138.147
DNN3-A203-2-7,DNN3-A203A-19,10.32.138.148
DNN3-A203-2-8,DNN3-A203A-20,10.32.138.149
DNN3-A203-2-9,DNN3-A203A-21,10.32.138.150
DNN3-A203-3-1,DNN3-A203A-25,10.32.138.154
DNN3-A203-3-10,DNN3-A203A-34,10.32.138.163
DNN3-A203-3-11,DNN3-A203A-35,10.32.138.164
DNN3-A203-3-12,DNN3-A203A-36,10.32.138.165
DNN3-A203-3-2,DNN3-A203A-26,10.32.138.155
DNN3-A203-3-3,DNN3-A203A-27,10.32.138.156
DNN3-A203-3-4,DNN3-A203A-28,10.32.138.157
DNN3-A203-3-5,DNN3-A203A-29,10.32.138.158
DNN3-A203-3-6,DNN3-A203A-30,10.32.138.159
DNN3-A203-3-7,DNN3-A203A-31,10.32.138.160
DNN3-A203-3-8,DNN3-A203A-32,10.32.138.161
DNN3-A203-3-9,DNN3-A203A-33,10.32.138.162
DNN3-A203-4-1,DNN3-A203B-1,10.32.138.194
DNN3-A203-4-10,DNN3-A203B-10,10.32.138.203
DNN3-A203-4-11,DNN3-A203B-11,10.32.138.204
DNN3-A203-4-12,DNN3-A203B-12,10.32.138.205
DNN3-A203-4-2,DNN3-A203B-2,10.32.138.195
DNN3-A203-4-3,DNN3-A203B-3,10.32.138.196
DNN3-A203-4-4,DNN3-A203B-4,10.32.138.197
DNN3-A203-4-5,DNN3-A203B-5,10.32.138.198
DNN3-A203-4-6,DNN3-A203B-6,10.32.138.199
DNN3-A203-4-7,DNN3-A203B-7,10.32.138.200
DNN3-A203-4-8,DNN3-A203B-8,10.32.138.201
DNN3-A203-4-9,DNN3-A203B-9,10.32.138.202
DNN3-A203-6-1,DNN3-A203B-13,10.32.138.206
DNN3-A203-6-10,DNN3-A203B-22,10.32.138.215
DNN3-A203-6-11,DNN3-A203B-23,10.32.138.216
DNN3-A203-6-12,DNN3-A203B-24,10.32.138.217
DNN3-A203-6-2,DNN3-A203B-14,10.32.138.207
DNN3-A203-6-3,DNN3-A203B-15,10.32.138.208
DNN3-A203-6-4,DNN3-A203B-16,10.32.138.209
DNN3-A203-6-5,DNN3-A203B-17,10.32.138.210
DNN3-A203-6-6,DNN3-A203B-18,10.32.138.211
DNN3-A203-6-7,DNN3-A203B-19,10.32.138.212
DNN3-A203-6-8,DNN3-A203B-20,10.32.138.213
DNN3-A203-6-9,DNN3-A203B-21,10.32.138.214
DNN3-A203-7-1,DNN3-A203B-25,10.32.138.218
DNN3-A203-7-10,DNN3-A203B-34,10.32.138.227
DNN3-A203-7-11,DNN3-A203B-35,10.32.138.228
DNN3-A203-7-12,DNN3-A203B-36,10.32.138.229
DNN3-A203-7-2,DNN3-A203B-26,10.32.138.219
DNN3-A203-7-3,DNN3-A203B-27,10.32.138.220
DNN3-A203-7-4,DNN3-A203B-28,10.32.138.221
DNN3-A203-7-5,DNN3-A203B-29,10.32.138.222
DNN3-A203-7-6,DNN3-A203B-30,10.32.138.223
DNN3-A203-7-7,DNN3-A203B-31,10.32.138.224
DNN3-A203-7-8,DNN3-A203B-32,10.32.138.225
DNN3-A203-7-9,DNN3-A203B-33,10.32.138.226
DNN3-A203-8-1,DNN3-A203C-1,10.32.139.2
DNN3-A203-8-10,DNN3-A203C-10,10.32.139.11
DNN3-A203-8-11,DNN3-A203C-11,10.32.139.12
DNN3-A203-8-12,DNN3-A203C-12,10.32.139.13
DNN3-A203-8-2,DNN3-A203C-2,10.32.139.3
DNN3-A203-8-3,DNN3-A203C-3,10.32.139.4
DNN3-A203-8-4,DNN3-A203C-4,10.32.139.5
DNN3-A203-8-5,DNN3-A203C-5,10.32.139.6
DNN3-A203-8-6,DNN3-A203C-6,10.32.139.7
DNN3-A203-8-7,DNN3-A203C-7,10.32.139.8
DNN3-A203-8-8,DNN3-A203C-8,10.32.139.9
DNN3-A203-8-9,DNN3-A203C-9,10.32.139.10
DNN3-A203-9-1,DNN3-A203C-13,10.32.139.14
DNN3-A203-9-10,DNN3-A203C-22,10.32.139.23
DNN3-A203-9-11,DNN3-A203C-23,10.32.139.24
DNN3-A203-9-12,DNN3-A203C-24,10.32.139.25
DNN3-A203-9-2,DNN3-A203C-14,10.32.139.15
DNN3-A203-9-3,DNN3-A203C-15,10.32.139.16
DNN3-A203-9-4,DNN3-A203C-16,10.32.139.17
DNN3-A203-9-5,DNN3-A203C-17,10.32.139.18
DNN3-A203-9-6,DNN3-A203C-18,10.32.139.19
DNN3-A203-9-7,DNN3-A203C-19,10.32.139.20
DNN3-A203-9-8,DNN3-A203C-20,10.32.139.21
DNN3-A203-9-9,DNN3-A203C-21,10.32.139.22
DNN3-A204-10-1,DNN3-A204C-25,10.32.140.90
DNN3-A204-10-10,DNN3-A204C-34,10.32.140.99
DNN3-A204-10-11,DNN3-A204C-35,10.32.140.100
DNN3-A204-10-12,DNN3-A204C-36,10.32.140.101
DNN3-A204-10-2,DNN3-A204C-26,10.32.140.91
DNN3-A204-10-3,DNN3-A204C-27,10.32.140.92
DNN3-A204-10-4,DNN3-A204C-28,10.32.140.93
DNN3-A204-10-5,DNN3-A204C-29,10.32.140.94
DNN3-A204-10-6,DNN3-A204C-30,10.32.140.95
DNN3-A204-10-7,DNN3-A204C-31,10.32.140.96
DNN3-A204-10-8,DNN3-A204C-32,10.32.140.97
DNN3-A204-10-9,DNN3-A204C-33,10.32.140.98
DNN3-A204-1-1,DNN3-A204A-1,10.32.139.194
DNN3-A204-1-10,DNN3-A204A-10,10.32.139.203
DNN3-A204-11-1,DNN3-A204D-1,10.32.140.130
DNN3-A204-1-11,DNN3-A204A-11,10.32.139.204
DNN3-A204-11-10,DNN3-A204D-10,10.32.140.139
DNN3-A204-11-11,DNN3-A204D-11,10.32.140.140
DNN3-A204-11-12,DNN3-A204D-12,10.32.140.141
DNN3-A204-11-2,DNN3-A204D-2,10.32.140.131
DNN3-A204-1-12,DNN3-A204A-12,10.32.139.205
DNN3-A204-11-3,DNN3-A204D-3,10.32.140.132
DNN3-A204-11-4,DNN3-A204D-4,10.32.140.133
DNN3-A204-11-5,DNN3-A204D-5,10.32.140.134
DNN3-A204-11-6,DNN3-A204D-6,10.32.140.135
DNN3-A204-11-7,DNN3-A204D-7,10.32.140.136
DNN3-A204-11-8,DNN3-A204D-8,10.32.140.137
DNN3-A204-11-9,DNN3-A204D-9,10.32.140.138
DNN3-A204-1-2,DNN3-A204A-2,10.32.139.195
DNN3-A204-12-1,DNN3-A204D-13,10.32.140.142
DNN3-A204-12-10,DNN3-A204D-22,10.32.140.151
DNN3-A204-12-11,DNN3-A204D-23,10.32.140.152
DNN3-A204-12-12,DNN3-A204D-24,10.32.140.153
DNN3-A204-12-2,DNN3-A204D-14,10.32.140.143
DNN3-A204-12-3,DNN3-A204D-15,10.32.140.144
DNN3-A204-12-4,DNN3-A204D-16,10.32.140.145
DNN3-A204-12-5,DNN3-A204D-17,10.32.140.146
DNN3-A204-12-6,DNN3-A204D-18,10.32.140.147
DNN3-A204-12-7,DNN3-A204D-19,10.32.140.148
DNN3-A204-12-8,DNN3-A204D-20,10.32.140.149
DNN3-A204-12-9,DNN3-A204D-21,10.32.140.150
DNN3-A204-1-3,DNN3-A204A-3,10.32.139.196
DNN3-A204-13-1,DNN3-A204D-25,10.32.140.154
DNN3-A204-13-10,DNN3-A204D-34,10.32.140.163
DNN3-A204-13-11,DNN3-A204D-35,10.32.140.164
DNN3-A204-13-12,DNN3-A204D-36,10.32.140.165
DNN3-A204-13-2,DNN3-A204D-26,10.32.140.155
DNN3-A204-13-3,DNN3-A204D-27,10.32.140.156
DNN3-A204-13-4,DNN3-A204D-28,10.32.140.157
DNN3-A204-13-5,DNN3-A204D-29,10.32.140.158
DNN3-A204-13-6,DNN3-A204D-30,10.32.140.159
DNN3-A204-13-7,DNN3-A204D-31,10.32.140.160
DNN3-A204-13-8,DNN3-A204D-32,10.32.140.161
DNN3-A204-13-9,DNN3-A204D-33,10.32.140.162
DNN3-A204-1-4,DNN3-A204A-4,10.32.139.197
DNN3-A204-1-5,DNN3-A204A-5,10.32.139.198
DNN3-A204-1-6,DNN3-A204A-6,10.32.139.199
DNN3-A204-1-7,DNN3-A204A-7,10.32.139.200
DNN3-A204-1-8,DNN3-A204A-8,10.32.139.201
DNN3-A204-1-9,DNN3-A204A-9,10.32.139.202
DNN3-A204-2-1,DNN3-A204A-13,10.32.139.206
DNN3-A204-2-10,DNN3-A204A-22,10.32.139.215
DNN3-A204-2-11,DNN3-A204A-23,10.32.139.216
DNN3-A204-2-12,DNN3-A204A-24,10.32.139.217
DNN3-A204-2-2,DNN3-A204A-14,10.32.139.207
DNN3-A204-2-3,DNN3-A204A-15,10.32.139.208
DNN3-A204-2-4,DNN3-A204A-16,10.32.139.209
DNN3-A204-2-5,DNN3-A204A-17,10.32.139.210
DNN3-A204-2-6,DNN3-A204A-18,10.32.139.211
DNN3-A204-2-7,DNN3-A204A-19,10.32.139.212
DNN3-A204-2-8,DNN3-A204A-20,10.32.139.213
DNN3-A204-2-9,DNN3-A204A-21,10.32.139.214
DNN3-A204-3-1,DNN3-A204A-25,10.32.139.218
DNN3-A204-3-10,DNN3-A204A-34,10.32.139.227
DNN3-A204-3-11,DNN3-A204A-35,10.32.139.228
DNN3-A204-3-12,DNN3-A204A-36,10.32.139.229
DNN3-A204-3-2,DNN3-A204A-26,10.32.139.219
DNN3-A204-3-3,DNN3-A204A-27,10.32.139.220
DNN3-A204-3-4,DNN3-A204A-28,10.32.139.221
DNN3-A204-3-5,DNN3-A204A-29,10.32.139.222
DNN3-A204-3-6,DNN3-A204A-30,10.32.139.223
DNN3-A204-3-7,DNN3-A204A-31,10.32.139.224
DNN3-A204-3-8,DNN3-A204A-32,10.32.139.225
DNN3-A204-3-9,DNN3-A204A-33,10.32.139.226
DNN3-A204-4-1,DNN3-A204B-1,10.32.140.2
DNN3-A204-4-10,DNN3-A204B-10,10.32.140.11
DNN3-A204-4-11,DNN3-A204B-11,10.32.140.12
DNN3-A204-4-12,DNN3-A204B-12,10.32.140.13
DNN3-A204-4-2,DNN3-A204B-2,10.32.140.3
DNN3-A204-4-3,DNN3-A204B-3,10.32.140.4
DNN3-A204-4-4,DNN3-A204B-4,10.32.140.5
DNN3-A204-4-5,DNN3-A204B-5,10.32.140.6
DNN3-A204-4-6,DNN3-A204B-6,10.32.140.7
DNN3-A204-4-7,DNN3-A204B-7,10.32.140.8
DNN3-A204-4-8,DNN3-A204B-8,10.32.140.9
DNN3-A204-4-9,DNN3-A204B-9,10.32.140.10
DNN3-A204-6-1,DNN3-A204B-13,10.32.140.14
DNN3-A204-6-10,DNN3-A204B-22,10.32.140.23
DNN3-A204-6-11,DNN3-A204B-23,10.32.140.24
DNN3-A204-6-12,DNN3-A204B-24,10.32.140.25
DNN3-A204-6-2,DNN3-A204B-14,10.32.140.15
DNN3-A204-6-3,DNN3-A204B-15,10.32.140.16
DNN3-A204-6-4,DNN3-A204B-16,10.32.140.17
DNN3-A204-6-5,DNN3-A204B-17,10.32.140.18
DNN3-A204-6-6,DNN3-A204B-18,10.32.140.19
DNN3-A204-6-7,DNN3-A204B-19,10.32.140.20
DNN3-A204-6-8,DNN3-A204B-20,10.32.140.21
DNN3-A204-6-9,DNN3-A204B-21,10.32.140.22
DNN3-A204-7-1,DNN3-A204B-25,10.32.140.26
DNN3-A204-7-10,DNN3-A204B-34,10.32.140.35
DNN3-A204-7-11,DNN3-A204B-35,10.32.140.36
DNN3-A204-7-12,DNN3-A204B-36,10.32.140.37
DNN3-A204-7-2,DNN3-A204B-26,10.32.140.27
DNN3-A204-7-3,DNN3-A204B-27,10.32.140.28
DNN3-A204-7-4,DNN3-A204B-28,10.32.140.29
DNN3-A204-7-5,DNN3-A204B-29,10.32.140.30
DNN3-A204-7-6,DNN3-A204B-30,10.32.140.31
DNN3-A204-7-7,DNN3-A204B-31,10.32.140.32
DNN3-A204-7-8,DNN3-A204B-32,10.32.140.33
DNN3-A204-7-9,DNN3-A204B-33,10.32.140.34
DNN3-A204-8-1,DNN3-A204C-1,10.32.140.66
DNN3-A204-8-10,DNN3-A204C-10,10.32.140.75
DNN3-A204-8-11,DNN3-A204C-11,10.32.140.76
DNN3-A204-8-12,DNN3-A204C-12,10.32.140.77
DNN3-A204-8-2,DNN3-A204C-2,10.32.140.67
DNN3-A204-8-3,DNN3-A204C-3,10.32.140.68
DNN3-A204-8-4,DNN3-A204C-4,10.32.140.69
DNN3-A204-8-5,DNN3-A204C-5,10.32.140.70
DNN3-A204-8-6,DNN3-A204C-6,10.32.140.71
DNN3-A204-8-7,DNN3-A204C-7,10.32.140.72
DNN3-A204-8-8,DNN3-A204C-8,10.32.140.73
DNN3-A204-8-9,DNN3-A204C-9,10.32.140.74
DNN3-A204-9-1,DNN3-A204C-13,10.32.140.78
DNN3-A204-9-10,DNN3-A204C-22,10.32.140.87
DNN3-A204-9-11,DNN3-A204C-23,10.32.140.88
DNN3-A204-9-12,DNN3-A204C-24,10.32.140.89
DNN3-A204-9-2,DNN3-A204C-14,10.32.140.79
DNN3-A204-9-3,DNN3-A204C-15,10.32.140.80
DNN3-A204-9-4,DNN3-A204C-16,10.32.140.81
DNN3-A204-9-5,DNN3-A204C-17,10.32.140.82
DNN3-A204-9-6,DNN3-A204C-18,10.32.140.83
DNN3-A204-9-7,DNN3-A204C-19,10.32.140.84
DNN3-A204-9-8,DNN3-A204C-20,10.32.140.85
DNN3-A204-9-9,DNN3-A204C-21,10.32.140.86
DNN3-A205-10-1,DNN3-A205C-25,10.32.141.154
DNN3-A205-10-10,DNN3-A205C-34,10.32.141.163
DNN3-A205-10-11,DNN3-A205C-35,10.32.141.164
DNN3-A205-10-12,DNN3-A205C-36,10.32.141.165
DNN3-A205-10-2,DNN3-A205C-26,10.32.141.155
DNN3-A205-10-3,DNN3-A205C-27,10.32.141.156
DNN3-A205-10-4,DNN3-A205C-28,10.32.141.157
DNN3-A205-10-5,DNN3-A205C-29,10.32.141.158
DNN3-A205-10-6,DNN3-A205C-30,10.32.141.159
DNN3-A205-10-7,DNN3-A205C-31,10.32.141.160
DNN3-A205-10-8,DNN3-A205C-32,10.32.141.161
DNN3-A205-10-9,DNN3-A205C-33,10.32.141.162
DNN3-A205-1-1,DNN3-A205A-1,10.32.141.2
DNN3-A205-1-10,DNN3-A205A-10,10.32.141.11
DNN3-A205-11-1,DNN3-A205D-1,10.32.141.194
DNN3-A205-1-11,DNN3-A205A-11,10.32.141.12
DNN3-A205-11-10,DNN3-A205D-10,10.32.141.203
DNN3-A205-11-11,DNN3-A205D-11,10.32.141.204
